Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,Sh/90,SoT/90,G/SoT,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,01-Mar,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Compl,Subs,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Market Value,Market Value Euros
1684,jakub moder,pl POL,MF,Brighton,eng Premier League,25,1999,4,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,4,0,0.0,1.45,1684,pl POL,MF,eng Premier League,25-323,1999,0.1,0,0,0,0.0,0.0,0.2,0,0,0,0.0,0.0,0.0,0.0,1684,pl POL,MF,eng Premier League,25-323,1999,0.1,18,22,81.8,254,82,0,0.2,0.5,-0.2,3,0,1,1,4,1684,pl POL,MF,eng Premier League,25-323,1999,0.1,22,22,0,0,0,0,1,0,0,0,0,0,18,0,0,1684,pl POL,MF,eng Premier League,25-323,1999,0.1,4,32.73,4,0,0,0,0,0,0,0.0,1684,pl POL,MF,eng Premier League,25-323,1999,0.1,1,0,1,0,0,2,0.0,2,0,0,0,0,1,3,0,1684,pl POL,MF,eng Premier League,25-323,1999,0.1,27,2,7,12,9,1,27,0,0,46.2,0,42.9,13,93,62,2,3,0,0,0,14,0,2088,pl POL,MF,eng Premier League,25-323,1999,4,11,3,0.5,0.1,0,0,4,9,1.75,0,0,0,0.0,-0.15,0.4,0.3,0.2,1.3,1684,pl POL,MF,eng Premier League,25-323,1999,0.1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,10000000
1685,rui modesto,ao ANG,DF,Udinese,it Serie A,25,1999,10,2,249,2.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,7,17,0.0,0.03,1685,ao ANG,DF,it Serie A,25-140,1999,2.8,0,1,1,0.36,0.36,0.0,0,0,0,0.1,0.1,-0.1,-0.1,1685,ao ANG,DF,it Serie A,25-140,1999,2.8,99,136,72.8,1446,451,0,0.0,0.1,0.0,1,6,2,2,7,1685,ao ANG,DF,it Serie A,25-140,1999,2.8,136,100,36,1,0,0,10,35,0,0,0,0,99,0,6,1685,ao ANG,DF,it Serie A,25-140,1999,2.8,5,1.81,4,1,0,0,0,0,1,0.36,1685,ao ANG,DF,it Serie A,25-140,1999,2.8,7,4,0,5,2,5,80.0,1,2,0,2,5,12,7,0,1685,ao ANG,DF,it Serie A,25-140,1999,2.8,170,6,40,71,62,5,170,3,1,33.3,2,66.7,63,230,117,3,1,1,4,0,81,17,2089,ao ANG,DF,it Serie A,25-140,1999,10,249,25,10.6,2.8,2,0,8,13,1.1,4,4,0,0.0,0.17,2.3,3.9,-1.6,-0.58,1685,ao ANG,DF,it Serie A,25-140,1999,2.8,0,0,0,3,3,1,10,5,4,0,0,0,12,5,4,55.6,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,1800000
1687,max moerstedt,de GER,FW,Hoffenheim,de Bundesliga,19,2006,11,4,394,4.4,0,0,0,0,0,0,2,0,0.7,0.7,0.3,1.0,6,9,33,0.0,0.23,1687,de GER,FW,de Bundesliga,19,2006,4.4,0,11,4,2.51,0.91,0.0,0,0,0,0.7,0.7,-0.7,-0.7,1687,de GER,FW,de Bundesliga,19,2006,4.4,61,94,64.9,719,196,0,0.3,0.5,-0.3,6,5,1,0,9,1687,de GER,FW,de Bundesliga,19,2006,4.4,94,92,1,0,1,0,1,0,0,0,0,0,61,1,2,1687,de GER,FW,de Bundesliga,19,2006,4.4,14,3.19,10,0,1,0,3,0,0,0.0,1687,de GER,FW,de Bundesliga,19,2006,4.4,5,5,1,3,1,1,100.0,0,4,0,4,0,5,3,0,1687,de GER,FW,de Bundesliga,19,2006,4.4,142,4,13,55,77,27,142,3,1,33.3,2,66.7,73,283,117,6,2,3,10,10,110,33,2091,de GER,FW,de Bundesliga,19,2006,11,394,36,19.0,4.4,4,0,7,5,0.91,4,5,-1,-0.23,0.58,3.8,6.6,-2.8,-0.64,1687,de GER,FW,de Bundesliga,19,2006,4.4,2,0,0,4,8,1,1,0,5,0,0,0,10,15,16,48.4,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000000
1688,mostafa mohamed,eg EGY,FW,Nantes,fr Ligue 1,27,1997,20,7,792,8.8,3,0,3,3,0,0,2,0,3.6,3.6,0.2,3.7,9,16,38,0.34,0.42,1688,eg EGY,FW,fr Ligue 1,27-088,1997,8.8,3,31,13,3.52,1.48,0.23,1,0,0,3.6,3.6,-0.6,-0.6,1688,eg EGY,FW,fr Ligue 1,27-088,1997,8.8,101,161,62.7,1615,453,0,0.2,0.2,-0.2,3,13,5,0,16,1688,eg EGY,FW,fr Ligue 1,27-088,1997,8.8,161,148,11,0,1,0,3,1,0,0,0,0,101,2,8,1688,eg EGY,FW,fr Ligue 1,27-088,1997,8.8,11,1.25,6,0,2,2,1,0,1,0.11,1688,eg EGY,FW,fr Ligue 1,27-088,1997,8.8,14,8,5,6,3,8,37.5,5,6,0,6,7,21,20,0,1688,eg EGY,FW,fr Ligue 1,27-088,1997,8.8,300,22,46,113,149,59,300,17,6,35.3,11,64.7,167,716,346,9,11,2,32,14,181,38,2092,eg EGY,FW,fr Ligue 1,27-088,1997,20,792,40,38.3,8.8,7,1,13,0,1.1,13,12,1,0.11,1.03,13.4,16.1,-2.6,-0.3,1688,eg EGY,FW,fr Ligue 1,27-088,1997,8.8,2,0,0,21,14,2,3,7,8,1,0,0,31,29,27,51.8,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,6000000
1689,johan mojica,co COL,DF,Mallorca,es La Liga,32,1992,23,20,1841,20.5,1,2,3,1,0,0,4,0,0.7,0.7,2.4,3.1,41,94,82,0.15,0.15,1689,co COL,DF,es La Liga,32-187,1992,20.5,1,11,2,0.54,0.1,0.5,3,0,0,0.7,0.7,0.3,0.3,1689,co COL,DF,es La Liga,32-187,1992,20.5,783,1052,74.4,14376,6181,2,2.4,2.7,-0.4,26,70,36,23,94,1689,co COL,DF,es La Liga,32-187,1992,20.5,1052,831,212,21,1,5,93,190,1,0,1,0,783,9,32,1689,co COL,DF,es La Liga,32-187,1992,20.5,52,2.54,43,2,3,3,1,0,4,0.2,1689,co COL,DF,es La Liga,32-187,1992,20.5,24,16,18,3,3,24,58.3,10,5,2,3,23,47,56,2,1689,co COL,DF,es La Liga,32-187,1992,20.5,1252,67,385,508,379,10,1252,59,24,40.7,30,50.8,641,3372,1433,41,32,2,34,19,705,82,2093,co COL,DF,es La Liga,32-187,1992,23,1841,80,85.2,20.5,20,19,3,1,1.48,20,27,-7,-0.34,-0.34,22.4,24.6,-2.2,-0.11,1689,co COL,DF,es La Liga,32-187,1992,20.5,4,0,0,12,14,0,93,23,16,0,2,0,122,7,9,43.8,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200.0,2200000
1690,david mokwa,fr FRA,"DF,FW",Hoffenheim,de Bundesliga,20,2004,2,0,22,0.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,0,0.0,1.21,1690,fr FRA,"DF,FW",de Bundesliga,20-297,2004,0.2,0,2,2,8.18,8.18,0.0,0,0,0,0.3,0.3,-0.3,-0.3,1690,fr FRA,"DF,FW",de Bundesliga,20-297,2004,0.2,1,4,25.0,9,0,0,0.0,0.0,0.0,0,0,0,0,0,1690,fr FRA,"DF,FW",de Bundesliga,20-297,2004,0.2,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1690,fr FRA,"DF,FW",de Bundesliga,20-297,2004,0.2,0,0.0,0,0,0,0,0,0,0,0.0,1690,fr FRA,"DF,FW",de Bundesliga,20-297,2004,0.2,1,0,1,0,0,0,54.599999999999994,0,0,0,0,0,1,0,0,1690,fr FRA,"DF,FW",de Bundesliga,20-297,2004,0.2,11,0,2,4,5,2,11,1,1,100.0,0,0.0,5,29,9,0,0,0,2,2,5,0,2094,fr FRA,"DF,FW",de Bundesliga,20-297,2004,2,22,11,1.1,0.2,0,0,2,3,1.5,0,0,0,0.0,0.7,0.5,0.2,0.3,1.24,1690,fr FRA,"DF,FW",de Bundesliga,20-297,2004,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250000
1691,alberto moleiro,es ESP,"FW,MF",Las Palmas,es La Liga,21,2003,24,22,1855,20.6,4,0,4,4,0,0,4,0,4.5,4.5,2.5,7.0,63,82,137,0.19,0.34,1691,es ESP,"FW,MF",es La Liga,21-147,2003,20.6,4,52,19,2.52,0.92,0.21,0,0,0,4.5,4.5,-0.5,-0.5,1691,es ESP,"FW,MF",es La Liga,21-147,2003,20.6,564,688,82.0,7789,1772,0,2.5,2.4,-2.5,29,47,21,3,82,1691,es ESP,"FW,MF",es La Liga,21-147,2003,20.6,688,672,13,8,8,1,16,3,1,0,0,0,564,3,18,1691,es ESP,"FW,MF",es La Liga,21-147,2003,20.6,80,3.88,56,0,13,5,5,1,5,0.24,1691,es ESP,"FW,MF",es La Liga,21-147,2003,20.6,21,10,9,11,1,38,42.1,22,20,0,20,11,32,7,0,1691,es ESP,"FW,MF",es La Liga,21-147,2003,20.6,948,3,110,448,409,67,948,106,47,44.3,55,51.9,646,3924,2122,63,57,16,51,31,739,137,2097,es ESP,"FW,MF",es La Liga,21-147,2003,24,1855,77,82.4,20.6,22,12,2,1,0.83,25,35,-10,-0.49,0.43,21.5,37.1,-15.6,-0.76,1691,es ESP,"FW,MF",es La Liga,21-147,2003,20.6,4,0,0,22,25,1,16,11,10,0,0,0,93,5,16,23.8,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,25000000
1692,nahuel molina,ar ARG,DF,Atl̩tico Madrid,es La Liga,26,1998,18,13,1135,12.6,0,3,3,0,0,0,0,0,0.5,0.5,1.3,1.9,29,41,67,0.24,0.15,1692,ar ARG,DF,es La Liga,26-324,1998,12.6,0,7,1,0.56,0.08,0.0,0,0,0,0.5,0.5,-0.5,-0.5,1692,ar ARG,DF,es La Liga,26-324,1998,12.6,659,837,78.7,9811,3753,3,1.3,1.5,1.7,10,32,15,5,41,1692,ar ARG,DF,es La Liga,26-324,1998,12.6,837,699,134,12,1,5,43,113,9,3,6,0,659,4,27,1692,ar ARG,DF,es La Liga,26-324,1998,12.6,31,2.46,22,5,2,1,0,1,4,0.32,1692,ar ARG,DF,es La Liga,26-324,1998,12.6,30,12,13,16,1,38,57.9,16,14,2,12,10,40,35,0,1692,ar ARG,DF,es La Liga,26-324,1998,12.6,976,40,293,441,249,15,976,25,11,44.0,13,52.0,554,2503,1471,29,19,3,18,2,627,67,2098,ar ARG,DF,es La Liga,26-324,1998,18,1135,63,50.4,12.6,13,8,5,5,1.89,13,6,7,0.56,-0.98,14.7,13.6,1.1,0.09,1692,ar ARG,DF,es La Liga,26-324,1998,12.6,0,0,0,8,5,0,43,10,12,0,0,0,43,8,8,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,25000000
1693,florent mollet,fr FRA,"MF,FW",Nantes,fr Ligue 1,33,1991,9,3,242,2.7,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.7,3,9,12,0.0,0.24,1693,fr FRA,"MF,FW",fr Ligue 1,33-097,1991,2.7,0,6,2,2.23,0.74,0.0,0,0,0,0.3,0.3,-0.3,-0.3,1693,fr FRA,"MF,FW",fr Ligue 1,33-097,1991,2.7,83,106,78.3,1300,307,0,0.3,0.2,-0.3,6,9,3,1,9,1693,fr FRA,"MF,FW",fr Ligue 1,33-097,1991,2.7,106,91,14,2,0,0,13,1,10,2,8,0,83,1,4,1693,fr FRA,"MF,FW",fr Ligue 1,33-097,1991,2.7,10,3.7,5,3,0,1,0,1,0,0.0,1693,fr FRA,"MF,FW",fr Ligue 1,33-097,1991,2.7,2,2,1,1,0,1,100.0,0,2,0,2,1,3,4,0,1693,fr FRA,"MF,FW",fr Ligue 1,33-097,1991,2.7,125,5,19,64,42,5,125,3,2,66.7,1,33.3,85,406,164,3,3,0,2,1,84,12,2099,fr FRA,"MF,FW",fr Ligue 1,33-097,1991,9,242,27,11.7,2.7,3,0,6,7,0.33,0,5,-5,-1.86,-1.51,2.0,4.8,-2.7,-1.01,1693,fr FRA,"MF,FW",fr Ligue 1,33-097,1991,2.7,1,0,0,2,3,1,13,1,2,0,0,0,13,1,4,20.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500000
1694,jon moncayola,es ESP,MF,Osasuna,es La Liga,26,1998,23,19,1576,17.5,0,0,0,0,0,0,7,0,1.5,1.5,2.1,3.6,17,79,41,0.0,0.21,1694,es ESP,MF,es La Liga,26-287,1998,17.5,0,18,7,1.03,0.4,0.0,0,0,0,1.5,1.5,-1.5,-1.5,1694,es ESP,MF,es La Liga,26-287,1998,17.5,551,748,73.7,10154,3367,0,2.1,3.0,-2.1,24,54,19,10,79,1694,es ESP,MF,es La Liga,26-287,1998,17.5,748,666,80,32,1,6,79,2,39,10,16,0,551,2,17,1694,es ESP,MF,es La Liga,26-287,1998,17.5,50,2.86,34,14,0,1,0,1,2,0.11,1694,es ESP,MF,es La Liga,26-287,1998,17.5,44,26,11,26,7,42,47.6,22,28,2,26,11,55,17,0,1694,es ESP,MF,es La Liga,26-287,1998,17.5,901,31,148,498,262,26,901,10,3,30.0,7,70.0,421,1734,862,17,14,4,17,5,533,41,2100,es ESP,MF,es La Liga,26-287,1998,23,1576,69,70.0,17.5,19,4,4,0,1.22,23,21,2,0.11,1.05,17.9,23.9,-6.0,-0.34,1694,es ESP,MF,es La Liga,26-287,1998,17.5,7,0,0,27,6,0,79,11,26,0,0,0,68,12,10,54.5,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,7000000
1695,gonzalo montiel,ar ARG,"DF,MF",Sevilla,es La Liga,28,1997,6,1,113,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,2,3,0.0,0.02,1695,ar ARG,"DF,MF",es La Liga,28-054,1997,1.3,0,1,0,0.8,0.0,0.2,0,0,0,0.0,0.0,0.0,0.0,1695,ar ARG,"DF,MF",es La Liga,28-054,1997,1.3,68,78,87.2,1288,364,0,0.0,0.1,0.0,0,8,1,1,2,1695,ar ARG,"DF,MF",es La Liga,28-054,1997,1.3,78,64,14,2,0,0,3,11,1,0,0,0,68,0,1,1695,ar ARG,"DF,MF",es La Liga,28-054,1997,1.3,2,1.59,2,0,0,0,0,0,0,0.0,1695,ar ARG,"DF,MF",es La Liga,28-054,1997,1.3,4,2,3,1,0,4,75.0,1,0,0,0,2,6,11,0,1695,ar ARG,"DF,MF",es La Liga,28-054,1997,1.3,99,9,41,42,16,2,99,1,0,0.0,0,0.0,37,153,90,3,0,0,2,0,57,3,2102,ar ARG,"DF,MF",es La Liga,28-054,1997,6,113,19,5.2,1.3,1,0,5,11,1.5,2,3,-1,-0.8,-0.62,1.6,1.8,-0.2,-0.16,1695,ar ARG,"DF,MF",es La Liga,28-054,1997,1.3,1,0,0,3,1,0,3,2,2,0,0,0,4,1,0,100.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,5000000
1697,mikey moore,eng ENG,"FW,MF",Tottenham,eng Premier League,17,2007,7,2,185,2.1,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,9,7,30,0.49,0.26,1697,eng ENG,"FW,MF",eng Premier League,17-197,2007,2.1,0,3,0,1.46,0.0,0.29,0,0,0,0.2,0.2,-0.2,-0.2,1697,eng ENG,"FW,MF",eng Premier League,17-197,2007,2.1,48,67,71.6,593,166,1,0.3,0.5,0.7,3,1,5,1,7,1697,eng ENG,"FW,MF",eng Premier League,17-197,2007,2.1,67,61,6,0,0,0,12,1,5,2,0,0,48,0,3,1697,eng ENG,"FW,MF",eng Premier League,17-197,2007,2.1,10,4.86,6,2,0,1,1,0,2,0.97,1697,eng ENG,"FW,MF",eng Premier League,17-197,2007,2.1,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0,1697,eng ENG,"FW,MF",eng Premier League,17-197,2007,2.1,96,1,10,22,65,12,96,11,1,9.1,9,81.8,68,521,239,9,3,4,6,4,73,30,2105,eng ENG,"FW,MF",eng Premier League,17-197,2007,7,185,26,7.9,2.1,2,0,5,5,1.29,4,1,3,1.46,0.96,3.5,1.9,1.6,0.78,1697,eng ENG,"FW,MF",eng Premier League,17-197,2007,2.1,0,0,0,3,4,2,12,1,0,0,0,0,5,1,4,20.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,10000000
1699,morato,br BRA,DF,Nott'ham Forest,eng Premier League,23,2001,18,4,601,6.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,13,1,0.0,0.01,1699,br BRA,DF,eng Premier League,23-239,2001,6.7,0,1,0,0.15,0.0,0.0,0,0,0,0.1,0.1,-0.1,-0.1,1699,br BRA,DF,eng Premier League,23-239,2001,6.7,147,202,72.8,2471,1284,0,0.0,0.0,0.0,0,9,0,0,13,1699,br BRA,DF,eng Premier League,23-239,2001,6.7,202,189,11,8,0,0,0,1,0,0,0,0,147,2,9,1699,br BRA,DF,eng Premier League,23-239,2001,6.7,2,0.3,2,0,0,0,0,0,0,0.0,1699,br BRA,DF,eng Premier League,23-239,2001,6.7,18,12,15,2,1,18,61.1,7,9,4,5,8,26,60,2,1699,br BRA,DF,eng Premier League,23-239,2001,6.7,313,70,200,100,15,1,313,1,1,100.0,0,0.0,103,527,237,0,2,0,5,2,125,1,2109,br BRA,DF,eng Premier League,23-239,2001,18,601,33,25.7,6.7,4,3,14,4,2.17,15,6,9,1.35,1.24,9.6,7.9,1.7,0.25,1699,br BRA,DF,eng Premier League,23-239,2001,6.7,1,0,0,7,2,0,0,8,12,0,0,0,27,3,10,23.1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,15000000
1700,diego moreira,pt POR,"DF,MF",Strasbourg,fr Ligue 1,20,2004,22,20,1799,20.0,1,5,6,1,0,0,4,0,1.4,1.4,5.0,6.4,62,63,159,0.3,0.32,1700,pt POR,"DF,MF",fr Ligue 1,20-202,2004,20.0,1,18,6,0.9,0.3,0.17,1,0,0,1.4,1.4,-0.4,-0.4,1700,pt POR,"DF,MF",fr Ligue 1,20-202,2004,20.0,673,891,75.5,11043,2841,5,5.0,4.3,0.0,20,24,23,8,63,1700,pt POR,"DF,MF",fr Ligue 1,20-202,2004,20.0,891,777,110,21,6,3,66,80,9,4,3,0,673,4,20,1700,pt POR,"DF,MF",fr Ligue 1,20-202,2004,20.0,45,2.25,29,5,6,1,2,2,7,0.35,1700,pt POR,"DF,MF",fr Ligue 1,20-202,2004,20.0,29,18,11,13,5,33,45.5,18,16,1,15,25,54,49,0,1700,pt POR,"DF,MF",fr Ligue 1,20-202,2004,20.0,1154,62,277,530,371,52,1154,85,36,42.4,41,48.2,622,3939,2159,62,34,24,40,21,708,159,2110,pt POR,"DF,MF",fr Ligue 1,20-202,2004,22,1799,82,86.9,20.0,20,10,2,0,1.5,31,26,5,0.25,0.25,28.7,30.3,-1.6,-0.08,1700,pt POR,"DF,MF",fr Ligue 1,20-202,2004,20.0,4,0,0,21,28,1,66,25,18,0,1,0,106,25,25,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,6000000
