Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,Sh/90,SoT/90,G/SoT,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,01-Mar,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Compl,Subs,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Market Value,Market Value Euros
2231,andrey santos,br BRA,MF,Strasbourg,fr Ligue 1,20,2004,21,21,1865,20.7,7,1,8,7,0,0,5,0,3.5,3.5,2.4,5.9,22,104,20,0.39,0.28,2231,br BRA,MF,fr Ligue 1,20-297,2004,20.7,7,28,11,1.35,0.53,0.64,0,0,0,3.5,3.5,3.5,3.5,2231,br BRA,MF,fr Ligue 1,20-297,2004,20.7,878,1002,87.6,14675,5018,1,2.4,1.2,-1.4,19,86,9,0,104,2231,br BRA,MF,fr Ligue 1,20-297,2004,20.7,1002,949,48,47,6,0,0,1,0,0,0,0,878,5,18,2231,br BRA,MF,fr Ligue 1,20-297,2004,20.7,39,1.88,30,0,1,1,2,5,3,0.14,2231,br BRA,MF,fr Ligue 1,20-297,2004,20.7,76,51,35,34,7,59,55.9,26,29,10,19,19,95,40,1,2231,br BRA,MF,fr Ligue 1,20-297,2004,20.7,1272,69,421,737,131,21,1272,28,13,46.4,11,39.3,637,2701,1601,22,10,2,31,9,765,20,2765,br BRA,MF,fr Ligue 1,20-297,2004,21,1865,89,90.1,20.7,21,19,0,0,1.52,36,30,6,0.29,0.73,32.0,35.7,-3.7,-0.18,2231,br BRA,MF,fr Ligue 1,20-297,2004,20.7,5,0,0,17,42,0,0,19,51,1,1,0,134,22,16,57.9,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,25000000
2233,tiago santos,pt POR,DF,Lille,fr Ligue 1,22,2002,7,4,404,4.5,0,0,0,0,0,0,1,0,0.4,0.4,0.6,1.0,24,17,43,0.0,0.22,2233,pt POR,DF,fr Ligue 1,22-216,2002,4.5,0,8,4,1.78,0.89,0.0,0,0,0,0.4,0.4,-0.4,-0.4,2233,pt POR,DF,fr Ligue 1,22-216,2002,4.5,175,223,78.5,2807,603,0,0.6,0.8,-0.6,5,15,8,4,17,2233,pt POR,DF,fr Ligue 1,22-216,2002,4.5,223,201,22,1,0,0,19,21,0,0,0,0,175,0,6,2233,pt POR,DF,fr Ligue 1,22-216,2002,4.5,16,3.56,14,0,1,0,1,0,3,0.67,2233,pt POR,DF,fr Ligue 1,22-216,2002,4.5,12,7,4,5,3,9,66.7,3,2,0,2,2,14,4,0,2233,pt POR,DF,fr Ligue 1,22-216,2002,4.5,285,6,50,116,120,21,285,21,12,57.1,8,38.1,191,1183,661,24,17,4,13,3,206,43,2767,pt POR,DF,fr Ligue 1,22-216,2002,7,404,58,19.5,4.5,4,1,3,0,1.86,10,3,7,1.56,1.13,8.5,4.6,3.9,0.88,2233,pt POR,DF,fr Ligue 1,22-216,2002,4.5,1,0,0,6,10,2,19,2,7,1,0,0,15,6,4,60.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,15000000
2234,pablo sarabia,es ESP,"MF,FW",Wolves,eng Premier League,32,1992,12,6,483,5.4,1,1,2,1,0,0,2,0,2.4,2.4,0.6,3.1,10,32,35,0.37,0.57,2234,es ESP,"MF,FW",eng Premier League,32-289,1992,5.4,1,11,6,2.05,1.12,0.17,0,0,0,2.4,2.4,-1.4,-1.4,2234,es ESP,"MF,FW",eng Premier League,32-289,1992,5.4,148,224,66.1,2493,945,1,0.6,0.8,0.4,6,17,11,0,32,2234,es ESP,"MF,FW",eng Premier League,32-289,1992,5.4,224,184,32,11,4,0,24,4,12,11,1,0,148,8,10,2234,es ESP,"MF,FW",eng Premier League,32-289,1992,5.4,13,2.42,9,3,1,0,0,0,2,0.37,2234,es ESP,"MF,FW",eng Premier League,32-289,1992,5.4,11,6,4,6,1,10,60.0,4,6,0,6,4,15,5,1,2234,es ESP,"MF,FW",eng Premier League,32-289,1992,5.4,285,3,37,141,108,15,285,9,4,44.4,3,33.3,169,806,435,10,11,0,9,8,192,35,2768,es ESP,"MF,FW",eng Premier League,32-289,1992,12,483,40,20.6,5.4,6,0,6,6,0.85,6,12,-6,-1.12,-0.54,6.5,9.3,-2.7,-0.51,2234,es ESP,"MF,FW",eng Premier League,32-289,1992,5.4,2,0,0,9,11,4,24,4,6,0,0,0,20,3,5,37.5,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,7000000
2235,jeremy sarmiento,ec ECU,MF,Brighton,eng Premier League,22,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,2235,ec ECU,MF,eng Premier League,22-253,2002,0.1,0,0,0,0.0,0.0,0.2,0,0,0,0.0,0.0,0.0,0.0,2235,ec ECU,MF,eng Premier League,22-253,2002,0.1,6,6,100.0,74,1,0,0.0,0.0,0.0,0,0,0,0,0,2235,ec ECU,MF,eng Premier League,22-253,2002,0.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,2235,ec ECU,MF,eng Premier League,22-253,2002,0.1,0,0.0,0,0,0,0,0,0,0,0.0,2235,ec ECU,MF,eng Premier League,22-253,2002,0.1,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,2235,ec ECU,MF,eng Premier League,22-253,2002,0.1,8,0,0,6,2,0,8,0,0,46.2,0,42.9,6,61,10,0,0,0,1,0,7,2,2769,ec ECU,MF,eng Premier League,22-253,2002,1,9,9,0.4,0.1,0,0,1,0,3.0,1,0,1,10.0,9.88,0.1,0.0,0.1,0.68,2235,ec ECU,MF,eng Premier League,22-253,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,46.7,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,7000000
2236,amin sarr,se SWE,FW,Hellas Verona,it Serie A,23,2001,20,13,990,11.0,3,1,4,3,0,0,0,0,1.6,1.6,1.8,3.4,18,24,57,0.36,0.31,2236,se SWE,FW,it Serie A,23-350,2001,11.0,3,11,4,1.0,0.36,0.75,0,0,0,1.6,1.6,1.4,1.4,2236,se SWE,FW,it Serie A,23-350,2001,11.0,192,257,74.7,2381,460,1,1.8,0.7,-0.8,16,14,10,0,24,2236,se SWE,FW,it Serie A,23-350,2001,11.0,257,236,20,0,1,0,1,1,0,0,0,0,192,1,8,2236,se SWE,FW,it Serie A,23-350,2001,11.0,26,2.37,22,0,2,2,0,0,2,0.18,2236,se SWE,FW,it Serie A,23-350,2001,11.0,15,8,2,6,7,4,75.0,1,9,2,7,1,16,8,0,2236,se SWE,FW,it Serie A,23-350,2001,11.0,367,9,30,167,173,27,367,11,7,63.6,4,36.4,190,941,398,18,8,6,29,15,264,57,2770,se SWE,FW,it Serie A,23-350,2001,20,990,50,42.3,11.0,13,1,7,4,0.85,9,25,-16,-1.45,-0.72,9.7,18.7,-9.0,-0.82,2236,se SWE,FW,it Serie A,23-350,2001,11.0,0,0,0,26,6,6,1,1,8,0,0,0,23,28,40,41.2,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000000
2237,ismaila sarr,sn SEN,"MF,FW",Crystal Palace,eng Premier League,26,1998,26,19,1755,19.5,4,3,7,4,0,0,3,0,4.6,4.6,4.7,9.3,45,56,127,0.36,0.48,2237,sn SEN,"MF,FW",eng Premier League,26-365,1998,19.5,4,36,20,1.85,1.03,0.2,0,0,0,4.6,4.6,-0.6,-0.6,2237,sn SEN,"MF,FW",eng Premier League,26-365,1998,19.5,328,490,66.9,4906,1352,3,4.7,4.2,-1.7,25,17,29,4,56,2237,sn SEN,"MF,FW",eng Premier League,26-365,1998,19.5,490,485,2,0,10,0,36,2,0,0,0,0,328,3,17,2237,sn SEN,"MF,FW",eng Premier League,26-365,1998,19.5,76,3.9,54,0,5,5,12,0,8,0.41,2237,sn SEN,"MF,FW",eng Premier League,26-365,1998,19.5,16,8,6,7,3,17,29.4,12,16,5,11,6,22,24,0,2237,sn SEN,"MF,FW",eng Premier League,26-365,1998,19.5,705,28,113,267,334,84,705,38,12,31.6,18,47.4,393,2387,1283,45,30,21,47,32,481,127,2771,sn SEN,"MF,FW",eng Premier League,26-365,1998,26,1755,68,75.0,19.5,19,7,7,0,1.27,25,22,3,0.15,0.77,30.2,23.7,6.5,0.33,2237,sn SEN,"MF,FW",eng Premier League,26-365,1998,19.5,3,0,0,10,38,7,36,6,8,1,0,0,77,21,34,38.2,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000000
2238,malang sarr,fr FRA,DF,Lens,fr Ligue 1,26,1999,11,9,834,9.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,33,1,0.0,0.04,2238,fr FRA,DF,fr Ligue 1,26-032,1999,9.3,0,4,0,0.43,0.0,0.0,0,0,0,0.2,0.2,-0.2,-0.2,2238,fr FRA,DF,fr Ligue 1,26-032,1999,9.3,497,549,90.5,10255,3258,0,0.1,0.5,-0.1,2,36,1,0,33,2238,fr FRA,DF,fr Ligue 1,26-032,1999,9.3,549,522,26,17,1,7,1,3,0,0,0,0,497,1,6,2238,fr FRA,DF,fr Ligue 1,26-032,1999,9.3,9,0.97,9,0,0,0,0,0,0,0.0,2238,fr FRA,DF,fr Ligue 1,26-032,1999,9.3,11,6,7,3,1,12,58.3,5,13,6,7,16,27,32,1,2238,fr FRA,DF,fr Ligue 1,26-032,1999,9.3,633,66,290,316,30,7,633,1,0,0.0,1,100.0,392,1893,809,3,3,1,4,4,443,1,2772,fr FRA,DF,fr Ligue 1,26-032,1999,11,834,76,40.3,9.3,9,8,2,12,0.91,8,14,-6,-0.65,-1.16,12.8,15.3,-2.5,-0.27,2238,fr FRA,DF,fr Ligue 1,26-032,1999,9.3,0,0,0,6,4,0,1,16,6,0,2,0,43,10,3,76.9,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3000000
2239,mamadou sarr,fr FRA,DF,Strasbourg,fr Ligue 1,19,2005,17,17,1487,16.5,0,1,1,0,0,0,2,0,0.2,0.2,0.3,0.5,5,39,1,0.06,0.03,2239,fr FRA,DF,fr Ligue 1,19-179,2005,16.5,0,2,0,0.12,0.0,0.0,0,0,0,0.2,0.2,-0.2,-0.2,2239,fr FRA,DF,fr Ligue 1,19-179,2005,16.5,977,1045,93.5,18201,6047,1,0.3,0.2,0.7,5,41,1,1,39,2239,fr FRA,DF,fr Ligue 1,19-179,2005,16.5,1045,985,60,42,0,1,1,2,0,0,0,0,977,0,9,2239,fr FRA,DF,fr Ligue 1,19-179,2005,16.5,9,0.54,7,0,0,2,0,0,1,0.06,2239,fr FRA,DF,fr Ligue 1,19-179,2005,16.5,22,13,11,10,1,20,70.0,6,15,13,2,18,40,71,2,2239,fr FRA,DF,fr Ligue 1,19-179,2005,16.5,1202,144,634,549,24,6,1202,16,10,62.5,6,37.5,775,3329,1573,5,4,1,10,7,894,1,2773,fr FRA,DF,fr Ligue 1,19-179,2005,17,1487,87,71.8,16.5,17,15,0,2,1.65,26,18,8,0.48,0.95,25.2,25.5,-0.3,-0.02,2239,fr FRA,DF,fr Ligue 1,19-179,2005,16.5,2,0,0,21,8,0,1,18,13,0,0,0,60,19,20,48.7,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,8000000
2240,martin satriano,uy URU,"FW,DF",Lens,fr Ligue 1,24,2001,4,0,41,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.5,2,1,11,0.0,0.98,2240,uy URU,"FW,DF",fr Ligue 1,24-004,2001,0.5,0,3,0,6.59,0.0,0.0,0,0,0,0.3,0.3,-0.3,-0.3,2240,uy URU,"FW,DF",fr Ligue 1,24-004,2001,0.5,10,18,55.6,103,26,0,0.1,0.1,-0.1,2,0,0,0,1,2240,uy URU,"FW,DF",fr Ligue 1,24-004,2001,0.5,18,16,2,0,0,0,1,1,0,0,0,0,10,0,1,2240,uy URU,"FW,DF",fr Ligue 1,24-004,2001,0.5,1,2.14,1,0,0,0,0,0,0,0.0,2240,uy URU,"FW,DF",fr Ligue 1,24-004,2001,0.5,3,1,1,1,1,3,100.0,0,0,0,0,0,3,2,0,2240,uy URU,"FW,DF",fr Ligue 1,24-004,2001,0.5,32,1,6,10,16,8,32,2,1,50.0,1,50.0,12,83,30,2,2,0,2,2,19,11,2774,uy URU,"FW,DF",fr Ligue 1,24-004,2001,4,41,10,2.0,0.5,0,0,4,0,1.5,1,0,1,2.2,2.2,1.4,0.6,0.8,1.73,2240,uy URU,"FW,DF",fr Ligue 1,24-004,2001,0.5,0,0,0,1,0,0,1,0,1,0,0,0,4,3,2,60.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,7000000
2241,razvan sava,ro ROU,GK,Udinese,it Serie A,22,2002,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2241,ro ROU,GK,it Serie A,22-248,2002,12.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2241,ro ROU,GK,it Serie A,22-248,2002,12.0,277,395,70.1,7197,4630,0,0.0,0.0,0.0,0,6,0,0,0,2241,ro ROU,GK,it Serie A,22-248,2002,12.0,395,302,90,35,0,0,0,0,0,0,0,0,277,3,1,2241,ro ROU,GK,it Serie A,22-248,2002,12.0,0,0.0,0,0,0,0,0,0,0,0.0,2241,ro ROU,GK,it Serie A,22-248,2002,12.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,6,2,2241,ro ROU,GK,it Serie A,22-248,2002,12.0,423,345,423,0,0,0,423,0,0,100.0,0,0.0,262,1182,698,0,0,0,1,0,236,0,2775,ro ROU,GK,it Serie A,22-248,2002,12,1080,90,46.2,12.0,12,12,0,12,1.58,17,16,1,0.08,0.44,13.1,16.4,-3.3,-0.27,2241,ro ROU,GK,it Serie A,22-248,2002,12.0,1,0,0,1,1,0,0,0,0,0,1,0,13,0,1,0.0,149.0,ro ROU,GK,it Serie A,22-248,2002.0,12.0,12.0,1080.0,12.0,16.0,1.33,51.0,37.0,74.5,5.0,4.0,3.0,4.0,33.3,3.0,3.0,0.0,0.0,149.0,ro ROU,GK,it Serie A,22-248,2002.0,12.0,16.0,3.0,1.0,4.0,2.0,14.5,0.24,0.5,0.04,44.0,148.0,29.7,337.0,26.0,33.2,32.2,202.0,4.0,2.0,13.0,1.08,14.8,2000.0,2000000
2245,saba sazonov,ge GEO,DF,Torino,it Serie A,23,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2245,ge GEO,DF,it Serie A,23-023,2002,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2245,ge GEO,DF,it Serie A,23-023,2002,0.0,0,0,83.6,0,0,0,0.0,0.0,0.0,0,0,0,0,0,2245,ge GEO,DF,it Serie A,23-023,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2245,ge GEO,DF,it Serie A,23-023,2002,0.0,0,0.0,0,0,0,0,0,0,0,0.0,2245,ge GEO,DF,it Serie A,23-023,2002,0.0,0,0,0,0,0,0,62.1,0,1,1,0,0,0,0,0,2245,ge GEO,DF,it Serie A,23-023,2002,0.0,1,1,1,0,0,0,1,0,0,50.0,0,40.9,0,0,0,0,0,0,0,0,0,0,2779,ge GEO,DF,it Serie A,23-023,2002,1,3,3,0.1,0.0,0,0,1,1,1.0,0,2,-2,-60.0,-59.96,0.0,0.4,-0.4,-13.38,2245,ge GEO,DF,it Serie A,23-023,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,2500000
2246,joe scally,us USA,DF,Gladbach,de Bundesliga,22,2002,22,22,1842,20.5,0,0,0,0,0,0,4,0,0.3,0.3,0.9,1.2,37,51,47,0.0,0.06,2246,us USA,DF,de Bundesliga,22-055,2002,20.5,0,4,1,0.2,0.05,0.0,0,0,0,0.3,0.3,-0.3,-0.3,2246,us USA,DF,de Bundesliga,22-055,2002,20.5,973,1161,83.8,15708,4750,0,0.9,1.0,-0.9,8,42,9,3,51,2246,us USA,DF,de Bundesliga,22-055,2002,20.5,1161,954,204,25,3,7,31,179,0,0,0,0,973,3,24,2246,us USA,DF,de Bundesliga,22-055,2002,20.5,21,1.03,17,1,0,1,1,1,2,0.1,2246,us USA,DF,de Bundesliga,22-055,2002,20.5,35,25,19,14,2,36,58.3,15,29,11,18,13,48,54,1,2246,us USA,DF,de Bundesliga,22-055,2002,20.5,1368,72,513,640,226,15,1368,44,25,56.8,17,38.6,739,3989,1938,37,19,3,21,21,872,47,2781,us USA,DF,de Bundesliga,22-055,2002,22,1842,84,89.0,20.5,22,14,0,1,1.55,32,30,2,0.1,0.89,30.2,34.4,-4.2,-0.21,2246,us USA,DF,de Bundesliga,22-055,2002,20.5,4,0,0,17,37,0,31,13,25,0,1,0,69,15,22,40.5,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,10000000
2247,giorgio scalvini,it ITA,DF,Atalanta,it Serie A,21,2003,6,4,272,3.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,5,20,7,0.0,0.05,2247,it ITA,DF,it Serie A,21-075,2003,3.0,0,4,0,1.32,0.0,0.0,0,0,0,0.1,0.1,-0.1,-0.1,2247,it ITA,DF,it Serie A,21-075,2003,3.0,165,195,84.6,2779,1088,0,0.0,0.1,0.0,0,14,2,0,20,2247,it ITA,DF,it Serie A,21-075,2003,3.0,195,191,4,3,1,2,0,1,0,0,0,0,165,0,3,2247,it ITA,DF,it Serie A,21-075,2003,3.0,1,0.33,1,0,0,0,0,0,0,0.0,2247,it ITA,DF,it Serie A,21-075,2003,3.0,8,4,5,3,0,9,55.6,4,0,0,0,4,12,7,0,2247,it ITA,DF,it Serie A,21-075,2003,3.0,228,11,87,116,29,4,228,7,5,71.4,2,28.6,158,685,380,5,1,0,2,0,171,7,2782,it ITA,DF,it Serie A,21-075,2003,6,272,45,11.6,3.0,4,0,2,2,1.83,3,5,-2,-0.66,-2.18,2.6,3.9,-1.3,-0.44,2247,it ITA,DF,it Serie A,21-075,2003,3.0,2,0,0,7,1,0,0,4,4,0,0,0,13,8,6,57.1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,45000000
2248,gianluca scamacca,it ITA,FW,Atalanta,it Serie A,26,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.0,1.29,2248,it ITA,FW,it Serie A,26-054,1999,0.1,0,1,1,15.0,15.0,0.0,0,0,0,0.1,0.1,-0.1,-0.1,2248,it ITA,FW,it Serie A,26-054,1999,0.1,1,1,100.0,8,0,0,0.0,0.0,0.0,0,0,0,0,0,2248,it ITA,FW,it Serie A,26-054,1999,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2248,it ITA,FW,it Serie A,26-054,1999,0.1,0,0.0,0,0,0,0,0,0,0,0.0,2248,it ITA,FW,it Serie A,26-054,1999,0.1,0,0,0,0,0,0,36.4,0,0,0,0,0,0,0,0,2248,it ITA,FW,it Serie A,26-054,1999,0.1,2,0,0,1,1,1,2,0,0,40.0,0,50.0,2,1,0,0,0,0,0,0,2,0,2783,it ITA,FW,it Serie A,26-054,1999,1,6,6,0.3,0.1,0,0,1,0,1.0,0,0,0,0.0,-1.27,0.2,0.1,0.1,1.91,2248,it ITA,FW,it Serie A,26-054,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.2,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,30000000
